SKU,DESCRIPTION,YEAR,CAPACITY,URL,PRICE,SELLER_INFORMATION,OFFER_DESCRIPTION,COUNTRY
11594,Ch Trotanoy,2009,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2009/-/-/u,$972.02,Crump Richmond & Shaw Fine Wines,2009Trotanoy,UK
11594,Ch Trotanoy,2009,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2009/-/-/u,$1349.00,Benchmark Wine Group,Trotanoy20093L,USA (CA)
11594,Ch Trotanoy,2009,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2009/-/-/u,$1703.00,Cavex - Fine Wine Trading Exchange,2009TrotanoyChateau,UK
11594,Ch Trotanoy,2009,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2009/-/-/u,$1708.70,Wines Prestige Select,2009Chateau TrotanoyPomerolOWC6,France
11594,Ch Trotanoy,2009,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2009/-/-/u,$1788.15,MRM Wine Investments,2009TrotanoyPomerolRedFrance,UK
11594,Ch Trotanoy,2009,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2009/-/-/u,$1802.56,Crump Richmond & Shaw Fine Wines,2009Trotanoy,UK
11594,Ch Trotanoy,2009,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2009/-/-/u,$1840.39,Cru World Wine - Hong Kong,Trotanoy2009(6x75cl),Hong Kong
11594,Ch Trotanoy,2009,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2009/-/-/u,$1857.68,Cru World Wine - Singapore,Trotanoy2009(6x75cl),Singapore
11594,Ch Trotanoy,2009,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2009/-/-/u,$1866.75,Wilkinson Vintners,2009Ch TrotanoyRed Bordeaux,UK
11594,Ch Trotanoy,2009,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2009/-/-/u,$1874.61,VinQuinn Ltd,2009TrotanoyBordeauxPomerol,UK
11594,Ch Trotanoy,2009,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2009/-/-/u,$1912.60,Latimer Vintners Ltd.,Ch Trotanoy2009Pomerol,UK
11594,Ch Trotanoy,2009,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2009/-/-/u,$2130.17,FinestWine,2009Chateau Trotanoy Red Bordeaux Pomerol France,France
11594,Ch Trotanoy,2009,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2009/-/-/u,$3668.00,Morgan Classic Wines,2009Trotanoy,UK
11594,Ch Trotanoy,2009,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2009/-/-/u,$3733.50,Wilkinson Vintners,2009Ch TrotanoyRed Bordeaux,UK
11594,Ch Trotanoy,2009,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2009/-/-/u,$4260.35,FinestWine,2009Chateau Trotanoy Red Bordeaux Pomerol France,France
11594,Ch Trotanoy,2009,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2009/-/-/u,$4415.00,Westgarth Wines,2009Trotanoy,USA (CA)
11594,Ch Trotanoy,2009,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2009/-/-/u,$4435.34,Y18 Global Offer,Ch Trotanoy2009(12x750ml),Hong Kong
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$99.00,Benchmark Wine Group,Trotanoy2012375ml,USA (CA)
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$167.45,L'Enseigne du Bordeaux,2012Trotanoy-Pomerol-Bordeauxrouge,France
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$173.72,Total Grand Cru,Trotanoy2012Pomerol,Netherlands
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$176.57,Best of Wines,Chateau Trotanoy2012,Netherlands
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$181.12,Le Clos S.A.,CHATEAUTROTANOY2012BORDEAUXPOMEROL,Luxembourg
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$184.94,JJ Buckley Fine Wines,2012Trotanoy Bordeaux BlendPomerol,USA (CA)
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$189.00,IronGate.Wine,2012Trotanoy-750mL,USA (NY)
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$193.65,WineTip s.r.l.,2012TROTANOY,Italy
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$196.00,Lucullus,Chateau Trotanoy2012PomerolACMC,Switzerland
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$199.35,Millesimes SA,2012TrotanoyPomerolBordeauxrouge,France
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$203.14,FinestWine,2012Chateau Trotanoy Red Bordeaux Pomerol France,France
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$207.00,Big Hammer Wines,2012Chateau Trotanoy Pomerol96WA,USA (CA)
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$209.98,Yankee Spirits,TROTANOYPOMEROL2012750,USA (MA)
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$210.75,Red Spots AG,2012Chateau TrotanoyChateau Trotanoy,Switzerland
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$213.00,The Redd Collection,2012Ch Trotanoy,USA (CA)
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$215.00,Vinfolio,2012Trotanoy750ML,USA (CA)
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$215.00,European Wine Resource,2012Trotanoy,USA (CA)
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$215.99,W Cellar Limited,2012Chateau TrotanoyPomerolFRANCE,Hong Kong
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$223.78,Gourmet Hunters,2012Jean Pierre MoueixChateau TrotanoyPomerolFrance,Spain
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$234.00,Wally's Wine & Spirits,2012Chateau Trotanoy750mL2012,USA (CA)
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$235.99,Plucky Wines,Chateau Trotanoy2012(750ml),USA (NJ)
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$238.10,Y18 Elegant Spirits Ltd.,Trotanoy2012750ml,Hong Kong
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$239.99,67 Wine & Spirits NY,Chateau Trotanoy-Pomerol2012,USA (NY)
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$248.90,In Vino Veritas UK,2012TrotanoyPomerol,UK
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$249.00, Shop,Chateau Trotanoy Pomerol2012,USA (NJ)
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$249.97,Plum Market,2012Chateau Trotanoy Pomerol,USA (MI)
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$249.99,Zachys Wine and Liquor Inc.,Trotanoy2012(750ML),USA (NY)
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$249.99,Chelsea Wine Vault,Chateau Trotanoy-Pomerol2012,USA (NY)
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$250.00,WineBid - Buy Now,2012Chateau Trotanoy[I6933901]PomerolBordeaux Red Blends(Claret)-AOC(AC)BordeauxFrance,USA (CA)
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$255.00,Sokolin & Co.,2012Trotanoy,USA (NY)
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$268.89,Glengarry Wines Ltd.,2012CHATEAUTROTANOY,New Zealand
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$274.50,Aabalat Fine & Rare Wines,2012Trotanoy PomerolRed Blend,USA (CA)
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$279.99,Raeders Wines & Liquors,2012Chateau Trotanoy PomerolFranceBordeauxRed,USA (NY)
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$338.91,Lavinia.es,Chateau Trotanoy2012Pomerol,Spain
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$343.36,Glengarry Wines Ltd.,2012POMEROLAOCCHATEAUTROTANOY,New Zealand
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$392.00,Lucullus,Chateau Trotanoy2012PomerolACMC,Switzerland
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$399.00,Benchmark Wine Group,Trotanoy20121.5L,USA (CA)
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$448.05,FinestWine,2012Chateau Trotanoy Red Bordeaux Pomerol France,France
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$465.90,Best of Wines,Chateau Trotanoy2012,Netherlands
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$744.08,Crump Richmond & Shaw Fine Wines,2012Trotanoy,UK
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$960.00,New York Wine Warehouse,2012CHATEAUTROTANOY(RP96)(OWC)REDBORDEAUX,USA (NY)
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$1002.15,Wine Owners Exchange,2012Chateau TrotanoyPomerolFrance[INBOND],UK
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$1015.25,Cavex - Fine Wine Trading Exchange,2012TrotanoyChateau,UK
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$1021.80,Seckford Wines,Ch Trotanoy2012,UK
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$1034.90,Wilkinson Vintners,2012Ch TrotanoyRed Bordeaux,UK
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$1034.90,The Wine Investment Fund,2012Trotanoy,UK
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$1065.03,Fine & Rare Wines,2012Trotanoy,UK
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$1113.50,Goedhuis & Co.,2012Chateau Trotanoy ChTrotanoy Pomerol,UK
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$1113.50,Corney & Barrow,Chateau Trotanoy2012,UK
11595,Ch Trotanoy,2012,750ml,https://www.wine-searcher.com/find/ch+trotanoy/2012/-/-/u,$1113.50,Corney & Barrow,Chateau Trotanoy2012,UK
11596,Ch Valandraud,1994,750ml,https://www.wine-searcher.com/find/ch+valandraud/1994/-/-/u,$174.56,Vinothek im Park AG,Chateaude Valandraud Grand CruAOC199475cl,Switzerland
11596,Ch Valandraud,1994,750ml,https://www.wine-searcher.com/find/ch+valandraud/1994/-/-/u,$194.94,JJ Buckley Fine Wines,1994Valandraud Bordeaux BlendSt Emilion,USA (CA)
11596,Ch Valandraud,1994,750ml,https://www.wine-searcher.com/find/ch+valandraud/1994/-/-/u,$196.00,The Redd Collection,1994Ch Valandraud,USA (CA)
11596,Ch Valandraud,1994,750ml,https://www.wine-searcher.com/find/ch+valandraud/1994/-/-/u,$199.35,FinestWine,1994Chateau Valandraud Red Bordeaux Saint-Emilion France,France
11596,Ch Valandraud,1994,750ml,https://www.wine-searcher.com/find/ch+valandraud/1994/-/-/u,$203.90,Best of Wines,Chateau Valandraud1994,Netherlands
11596,Ch Valandraud,1994,750ml,https://www.wine-searcher.com/find/ch+valandraud/1994/-/-/u,$206.53,Y18 Elegant Spirits Ltd.,Valandraud1994750ml,Hong Kong
11596,Ch Valandraud,1994,750ml,https://www.wine-searcher.com/find/ch+valandraud/1994/-/-/u,$250.00,Sokolin & Co.,1994Valandraud,USA (NY)
11596,Ch Valandraud,1994,750ml,https://www.wine-searcher.com/find/ch+valandraud/1994/-/-/u,$266.73,Y18 Elegant Spirits Ltd.,De Valandraud1994750ml,Hong Kong
11596,Ch Valandraud,1994,750ml,https://www.wine-searcher.com/find/ch+valandraud/1994/-/-/u,$301.87,ICWineTrading,1994Chateaude Valandraud,Portugal
11596,Ch Valandraud,1994,750ml,https://www.wine-searcher.com/find/ch+valandraud/1994/-/-/u,$1650.00,Morrell & Company,Valandraud St.Emilion1994(6L),USA (NY)
11596,Ch Valandraud,1994,750ml,https://www.wine-searcher.com/find/ch+valandraud/1994/-/-/u,$2030.50,Wilkinson Vintners,1994Ch ValandraudRed Bordeaux,UK
11596,Ch Valandraud,1994,750ml,https://www.wine-searcher.com/find/ch+valandraud/1994/-/-/u,$2392.17,FinestWine,1994Chateau Valandraud Red Bordeaux Saint-Emilion France,France
11596,Ch Valandraud,1994,750ml,https://www.wine-searcher.com/find/ch+valandraud/1994/-/-/u,$2435.45,Y18 Global Offer,Ch Valandraud1994(12x750ml),Hong Kong
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$199.35,Premiers Grands Crus,Chateau Valandraud1996Saint-Emilion Grand Cru Classe,France
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$202.00,The Redd Collection,1996Ch Valandraud,USA (CA)
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$210.74,FinestWine,1996Chateau Valandraud Red Bordeaux Saint-Emilion France,France
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$219.95,Real Wine,1996Chateau Valandraud,USA (FL)
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$253.05,Multa Wine,STEMILIONVALANDRAUD1996,Hong Kong
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$314.40,Crump Richmond & Shaw Fine Wines,1996Valandraud,UK
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$410.99,Applejack Wine & Spirits,1996Chateau Valandraud750ml,USA (CO)
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$419.58,FinestWine,1996Chateau Valandraud Red Bordeaux Saint-Emilion France,France
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$432.53,Millesima - Suisse Francaise,Chateau Valandraud1996Saint-EmilionGrandcruRouge,Switzerland
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$495.00,Grand Vin Wine Merchants US,Valandraud1996(750ML)Saint Emilion,USA (WA)
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$626.75,Aabalat Fine & Rare Wines,1996Valandraud StEmilionRed Blend,USA (CA)
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$632.00,TopWines Switzerland SA,1996Valandraud St.Emilion,Switzerland
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$1048.00,Justerini & Brooks,1996Chateau ValandraudSt Emilion Grand Cru[In Bond],UK
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$1143.63,Crump Richmond & Shaw Fine Wines,1996Valandraud,UK
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$1257.60,Y18 Global Offer,Chateau ValandraudSt Emilion Grand Cru Valandraud1996(6x750ml),Hong Kong
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$2148.40,Wilkinson Vintners,1996Ch ValandraudRed Bordeaux,UK
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$2148.40,Wilkinson Vintners,1996Ch ValandraudRed Bordeaux,UK
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$2342.28,Crump Richmond & Shaw Fine Wines,1996Valandraud,UK
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$2342.28,Crump Richmond & Shaw Fine Wines,1996Valandraud,UK
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$2517.48,FinestWine,1996Chateau Valandraud Red Bordeaux Saint-Emilion France,France
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$2528.87,FinestWine,1996Chateau Valandraud Red Bordeaux Saint-Emilion France,France
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$2565.81,Y18 Global Offer,Ch Valandraud1996(12x750ml),Hong Kong
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$2574.25,Y18 Global Offer,Ch Valandraud1996(6x1.5L),Hong Kong
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$5135.43,Millesima - Italy,Chateau Valandraud1996Saint-Emilion Rosso Grandcru,Italy
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$5135.43,Millesima - Belgium,Chateau Valandraud1996Saint-Emilion Rosso Grandcru,Belgium
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$5190.34,Millesima - Suisse Allemande,Chateau Valandraud1996Saint-Emilion Rot Grandcru,Switzerland
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$5221.01,Millesima - France,Chateau Valandraud1996Saint-Emilion Rouge Grandcru,France
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$5264.89,Millesima - Germany,Chateau Valandraud1996Saint-Emilion Rot Grandcru,Germany
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$5324.40,Millesima - UK,Chateau Valandraud1996Saint-Emilion Red Grandcru,UK
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$6466.93,Millesima - Hong Kong,Chateau Valandraud1996Saint-Emilion Red Grandcru,Hong Kong
11597,Ch Valandraud,1996,750ml,https://www.wine-searcher.com/find/ch+valandraud/1996/-/-/u,$7106.47,Millesima - Singapore,Chateau Valandraud1996Saint-Emilion Red Grandcru,Singapore
11598,Ch Valandraud,2003,750ml,https://www.wine-searcher.com/find/ch+valandraud/2003/-/-/u,$148.09,CVFwine.com,2003VALANDRAUDSaint-Emilion Grand Cru,France
11598,Ch Valandraud,2003,750ml,https://www.wine-searcher.com/find/ch+valandraud/2003/-/-/u,$150.65,Crump Richmond & Shaw Fine Wines,2003Valandraud,UK
11598,Ch Valandraud,2003,750ml,https://www.wine-searcher.com/find/ch+valandraud/2003/-/-/u,$158.34,Best of Wines,Chateau Valandraud2003,Netherlands
11598,Ch Valandraud,2003,750ml,https://www.wine-searcher.com/find/ch+valandraud/2003/-/-/u,$169.00,Benchmark Wine Group,Valandraud2003,USA (CA)
11598,Ch Valandraud,2003,750ml,https://www.wine-searcher.com/find/ch+valandraud/2003/-/-/u,$169.00,TopWines Switzerland SA,2003Valandraud St.Emilion,Switzerland
11598,Ch Valandraud,2003,750ml,https://www.wine-searcher.com/find/ch+valandraud/2003/-/-/u,$170.00,Di Jin Wines SA,2003Chateau ValandraudSaint-Emilion,Switzerland
11598,Ch Valandraud,2003,750ml,https://www.wine-searcher.com/find/ch+valandraud/2003/-/-/u,$172.54,Ganpei Vintners Limited,2003Valandraud,Hong Kong
11598,Ch Valandraud,2003,750ml,https://www.wine-searcher.com/find/ch+valandraud/2003/-/-/u,$175.00,IronGate.Wine,2003Valandraud-750mL,USA (NY)
11598,Ch Valandraud,2003,750ml,https://www.wine-searcher.com/find/ch+valandraud/2003/-/-/u,$179.00,Grand Vin Wine Merchants US,Valandraud2003(750ML)Saint Emilion,USA (WA)
11598,Ch Valandraud,2003,750ml,https://www.wine-searcher.com/find/ch+valandraud/2003/-/-/u,$189.00,The Redd Collection,2003Ch Valandraud,USA (CA)
11598,Ch Valandraud,2003,750ml,https://www.wine-searcher.com/find/ch+valandraud/2003/-/-/u,$192.71,FinestWine,2003Chateau Valandraud Red Bordeaux Saint-Emilion France,France
11598,Ch Valandraud,2003,750ml,https://www.wine-searcher.com/find/ch+valandraud/2003/-/-/u,$207.89,Aabalat Fine & Rare Wines,2003Valandraud StEmilionRed Blend,USA (CA)
11598,Ch Valandraud,2003,750ml,https://www.wine-searcher.com/find/ch+valandraud/2003/-/-/u,$219.21,Bacchus-Vinothek,Chateau ValandraudGrand CruSt.-Emilion2003,Germany
11598,Ch Valandraud,2003,750ml,https://www.wine-searcher.com/find/ch+valandraud/2003/-/-/u,$219.21,Weinemotionen - KK Handels GmbH,Chateau Valandraud1-er Grand Cru ClasseB20030.75L St.-Emilion(Bordeaux),Germany
11598,Ch Valandraud,2003,750ml,https://www.wine-searcher.com/find/ch+valandraud/2003/-/-/u,$222.03,AA French Wine Pte Ltd.,2003ValandraudSaint EmilionGC,Singapore
11598,Ch Valandraud,2003,750ml,https://www.wine-searcher.com/find/ch+valandraud/2003/-/-/u,$240.00,Sokolin & Co.,2003Valandraud,USA (NY)
11598,Ch Valandraud,2003,750ml,https://www.wine-searcher.com/find/ch+valandraud/2003/-/-/u,$295.00,Kahn's Fine Wines & Spirits,2003VALANDRAUD[STEMILION],USA (IN)
11598,Ch Valandraud,2003,750ml,https://www.wine-searcher.com/find/ch+valandraud/2003/-/-/u,$433.61,Crump Richmond & Shaw Fine Wines,2003Valandraud,UK
11598,Ch Valandraud,2003,750ml,https://www.wine-searcher.com/find/ch+valandraud/2003/-/-/u,$557.50,Grand Vin Wine Merchants US,Valandraud2003(1.5L)Saint Emilion,USA (WA)
11598,Ch Valandraud,2003,750ml,https://www.wine-searcher.com/find/ch+valandraud/2003/-/-/u,$632.89,Aabalat Fine & Rare Wines,2003Valandraud StEmilionRed Blend,USA (CA)
11598,Ch Valandraud,2003,750ml,https://www.wine-searcher.com/find/ch+valandraud/2003/-/-/u,$661.00,Fuster's Wy-Bude AG,2003Chateau ValandrautAOCSt.Emilion Grand Cru,Switzerland
11598,Ch Valandraud,2003,750ml,https://www.wine-searcher.com/find/ch+valandraud/2003/-/-/u,$979.23,Wilkinson Vintners,2003Ch ValandraudRed Bordeaux,UK
11598,Ch Valandraud,2003,750ml,https://www.wine-searcher.com/find/ch+valandraud/2003/-/-/u,$1007.39,Crump Richmond & Shaw Fine Wines,2003Valandraud,UK
11598,Ch Valandraud,2003,750ml,https://www.wine-searcher.com/find/ch+valandraud/2003/-/-/u,$1958.45,Wilkinson Vintners,2003Ch ValandraudRed Bordeaux,UK
11598,Ch Valandraud,2003,750ml,https://www.wine-searcher.com/find/ch+valandraud/2003/-/-/u,$2027.88,Crump Richmond & Shaw Fine Wines,2003Valandraud,UK
11598,Ch Valandraud,2003,750ml,https://www.wine-searcher.com/find/ch+valandraud/2003/-/-/u,$2312.43,FinestWine,2003Chateau Valandraud Red Bordeaux Saint-Emilion France,France
11598,Ch Valandraud,2003,750ml,https://www.wine-searcher.com/find/ch+valandraud/2003/-/-/u,$2343.43,Y18 Global Offer,Ch Valandraud2003(12x750ml),Hong Kong
11599,Ch Valandraud,2007,750ml,https://www.wine-searcher.com/find/ch+valandraud/2007/-/-/u,$119.61,FinestWine,2007Chateau Valandraud Red Bordeaux Saint-Emilion France,France
11599,Ch Valandraud,2007,750ml,https://www.wine-searcher.com/find/ch+valandraud/2007/-/-/u,$125.35,Denz Weine,Chateau ValandraudAC/MCSt.Emilion1ergrandcruclasse(B)2007,Switzerland
11599,Ch Valandraud,2007,750ml,https://www.wine-searcher.com/find/ch+valandraud/2007/-/-/u,$134.20,City Noble,2007Valandraud France/Bordeaux/Saint-Emilion,Hong Kong
11599,Ch Valandraud,2007,750ml,https://www.wine-searcher.com/find/ch+valandraud/2007/-/-/u,$145.00,The Redd Collection,2007Ch Valandraud,USA (CA)
11599,Ch Valandraud,2007,750ml,https://www.wine-searcher.com/find/ch+valandraud/2007/-/-/u,$145.41,Crump Richmond & Shaw Fine Wines,2007Valandraud,UK
11599,Ch Valandraud,2007,750ml,https://www.wine-searcher.com/find/ch+valandraud/2007/-/-/u,$145.57,Y18 Elegant Spirits Ltd.,Valandraud2007750ml,Hong Kong
11599,Ch Valandraud,2007,750ml,https://www.wine-searcher.com/find/ch+valandraud/2007/-/-/u,$146.95,Best of Wines,Chateau Valandraud2007,Netherlands
11599,Ch Valandraud,2007,750ml,https://www.wine-searcher.com/find/ch+valandraud/2007/-/-/u,$152.20,Weinemotionen - KK Handels GmbH,Chateau Valandraud1-er Grand Cru ClasseB20070.75L St.-Emilion(Bordeaux),Germany
11599,Ch Valandraud,2007,750ml,https://www.wine-searcher.com/find/ch+valandraud/2007/-/-/u,$152.20,Bacchus-Vinothek,Chateau ValandraudGrand CruSt.-Emilion2007,Germany
11599,Ch Valandraud,2007,750ml,https://www.wine-searcher.com/find/ch+valandraud/2007/-/-/u,$159.76,Wine Walker (HK) Limited,Ch.Valandraud2007FranceSaint Emilion,Hong Kong
11599,Ch Valandraud,2007,750ml,https://www.wine-searcher.com/find/ch+valandraud/2007/-/-/u,$163.59,The Wine Shop Limited,2007Chateau Valandraud Saint Emilion,Hong Kong
11599,Ch Valandraud,2007,750ml,https://www.wine-searcher.com/find/ch+valandraud/2007/-/-/u,$170.23,Newfoundland Labrador Liquor Corporation,Chateau Valandraud St-Emilion Grand Cru2007,Canada
